Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,331612,-,-,-,33.45,-111.1,-7,1390,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Direction,Wind Speed,Fill Flag
2015,1,1,0,0,0,0,0,0,0,0,7,-1.1246704101562273,-1.1246704101562273,911.7823486328125,100.0,167.92000986845508,6.593319416046143,288.00396728515625,1.653627634048462,0
2015,1,1,0,30,0,0,0,0,0,0,7,-1.4528564453124773,-1.4528564453124773,911.9663696289062,100.0,169.55635782809503,6.346864700317383,288.00396728515625,1.4354921579360962,0
2015,1,1,1,0,0,0,0,0,0,0,4,-1.7810424804687273,-1.7810424804687273,912.150390625,100.0,167.39049866100584,6.100409984588623,290.46002197265625,1.2173566818237305,0
2015,1,1,1,30,0,0,0,0,0,0,4,-2.0463012695312273,-2.0463012695312273,912.518310546875,100.0,162.8091590697438,5.964351177215576,290.46002197265625,1.0534684658050537,0
2015,1,1,2,0,0,0,0,0,0,0,4,-2.4547485351562273,-2.3115600585937273,912.8861694335938,99.76797485351562,157.23796392007972,5.828292369842529,296.00823974609375,0.8895803093910217,0
2015,1,1,2,30,0,0,0,0,0,0,4,-2.8170532226562273,-2.4484619140624773,913.0116577148438,99.40309143066406,151.26231027636086,5.753391742706299,296.00823974609375,0.7875449061393738,0
2015,1,1,3,0,0,0,0,0,0,0,4,-3.1902526855468523,-2.5853637695312273,913.1371459960938,99.0213623046875,145.1078809433255,5.678491115570068,296.2530517578125,0.6855095028877258,0
2015,1,1,3,30,0,0,0,0,0,0,4,-3.6996520996093523,-2.6789306640624773,913.135498046875,98.35227966308594,138.87604162902437,5.53744649887085,296.2530517578125,0.5719496011734009,0
2015,1,1,4,0,0,0,0,0,0,0,4,-4.219396972656227,-2.7724975585937273,913.1337890625,97.66975402832031,132.621166045008,5.396401405334473,315.81488037109375,0.4583897292613983,0
2015,1,1,4,30,0,0,0,0,0,0,4,-3.2546752929687273,-2.8739379882812273,913.27587890625,99.38248443603516,126.37803245583108,5.220755577087402,315.81488037109375,0.434679239988327,0
2015,1,1,5,0,0,0,0,0,0,0,4,-2.9754089355468523,-2.9754089355468523,913.4180297851562,100.0,120.17296867727805,5.045109748840332,18.143348693847656,0.41096875071525574,0
2015,1,1,5,30,0,0,0,0,0,0,4,-2.6518005371093523,-2.6518005371093523,913.655029296875,100.0,114.02909960113311,4.932214260101318,18.143348693847656,0.5177235007286072,0
